EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 19-04-2025
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TN   : Minimum temperature in 0.1 &#176;C
30-34 Q_TN : quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 116297) of station Poprad/Tatry, SLOVAKIA (STAID:    334)

 STAID,    SOUID,    DATE,   TN, Q_TN
   334,116297,19731219, -154,    0
   334,116297,19731220,  -32,    0
   334,116297,19731221,   39,    0
   334,116297,19731222,   29,    0
   334,116297,19731223,    7,    0
   334,116297,19731224,   52,    0
   334,116297,19731225,   10,    0
   334,116297,19731226,   17,    0
   334,116297,19731227,  -37,    0
   334,116297,19731228,  -50,    0
   334,116297,19731229,  -16,    0
   334,116297,19731230,  -30,    0
   334,116297,19731231,  -58,    0
   334,116297,19740101,  -69,    0
   334,116297,19740102,  -90,    0
   334,116297,19740103,  -32,    0
   334,116297,19740104,   -6,    0
   334,116297,19740105,  -50,    0
   334,116297,19740106,  -65,    0
   334,116297,19740107, -111,    0
   334,116297,19740108,  -82,    0
   334,116297,19740109, -108,    0
   334,116297,19740110, -117,    0
   334,116297,19740111, -123,    0
   334,116297,19740112,  -57,    0
   334,116297,19740113,  -90,    0
   334,116297,19740114, -115,    0
   334,116297,19740115, -141,    0
   334,116297,19740116,  -53,    0
   334,116297,19740117,  -70,    0
   334,116297,19740118,  -61,    0
   334,116297,19740119, -107,    0
   334,116297,19740120,   30,    0
   334,116297,19740121,    8,    0
   334,116297,19740122,  -31,    0
   334,116297,19740123,  -47,    0
   334,116297,19740124,  -17,    0
   334,116297,19740125,  -12,    0
   334,116297,19740126,  -10,    0
   334,116297,19740127,  -46,    0
   334,116297,19740128,  -28,    0
   334,116297,19740129,  -47,    0
   334,116297,19740130,  -57,    0
   334,116297,19740131,  -26,    0
   334,116297,19740201,  -44,    0
   334,116297,19740202,   -9,    0
   334,116297,19740203,  -40,    0
   334,116297,19740204,    7,    0
   334,116297,19740205,    3,    0
   334,116297,19740206,   -5,    0
   334,116297,19740207,  -16,    0
   334,116297,19740208,  -30,    0
   334,116297,19740209,  -36,    0
   334,116297,19740210,   15,    0
   334,116297,19740211,  -34,    0
   334,116297,19740212,    8,    0
   334,116297,19740213,  -21,    0
   334,116297,19740214,   -4,    0
   334,116297,19740215,   10,    0
   334,116297,19740216,   14,    0
   334,116297,19740217,    2,    0
   334,116297,19740218,   -1,    0
   334,116297,19740219,    4,    0
   334,116297,19740220,   -4,    0
   334,116297,19740221,  -27,    0
   334,116297,19740222,  -49,    0
   334,116297,19740223,  -50,    0
   334,116297,19740224,  -37,    0
   334,116297,19740225,  -30,    0
   334,116297,19740226,  -53,    0
   334,116297,19740227,  -62,    0
   334,116297,19740228, -107,    0
   334,116297,19740301, -100,    0
   334,116297,19740302,  -70,    0
   334,116297,19740303,  -84,    0
   334,116297,19740304,  -82,    0
   334,116297,19740305,  -54,    0
   334,116297,19740306,  -75,    0
   334,116297,19740307,  -33,    0
   334,116297,19740308,  -49,    0
   334,116297,19740309,  -40,    0
   334,116297,19740310,  -55,    0
   334,116297,19740311,  -67,    0
   334,116297,19740312,  -16,    0
   334,116297,19740313,  -39,    0
   334,116297,19740314,  -60,    0
   334,116297,19740315,  -31,    0
   334,116297,19740316,  -42,    0
   334,116297,19740317,   13,    0
   334,116297,19740318,   14,    0
   334,116297,19740319,   21,    0
   334,116297,19740320,    5,    0
   334,116297,19740321,   62,    0
   334,116297,19740322,   12,    0
   334,116297,19740323,   12,    0
   334,116297,19740324,  -11,    0
   334,116297,19740325,  -24,    0
   334,116297,19740326,    4,    0
   334,116297,19740327,   -5,    0
   334,116297,19740328,  -40,    0
   334,116297,19740329,  -10,    0
   334,116297,19740330,   -5,    0
   334,116297,19740331,   38,    0
   334,116297,19740401,    9,    0
   334,116297,19740402,  -23,    0
   334,116297,19740403,  -40,    0
   334,116297,19740404,  -16,    0
   334,116297,19740405,  -28,    0
   334,116297,19740406,  -32,    0
   334,116297,19740407,    2,    0
   334,116297,19740408,   10,    0
   334,116297,19740409,   18,    0
   334,116297,19740410,   -4,    0
   334,116297,19740411,   42,    0
   334,116297,19740412,   35,    0
   334,116297,19740413,   -4,    0
   334,116297,19740414,  -72,    0
   334,116297,19740415,  -59,    0
   334,116297,19740416,  -46,    0
   334,116297,19740417,  -44,    0
   334,116297,19740418,  -26,    0
   334,116297,19740419,  -27,    0
   334,116297,19740420,  -37,    0
   334,116297,19740421,    4,    0
   334,116297,19740422,  -16,    0
   334,116297,19740423,   19,    0
   334,116297,19740424,  -17,    0
   334,116297,19740425,   29,    0
   334,116297,19740426,   39,    0
   334,116297,19740427,   42,    0
   334,116297,19740428,   24,    0
   334,116297,19740429,   30,    0
   334,116297,19740430,   60,    0
   334,116297,19740501,   50,    0
   334,116297,19740502,   54,    0
   334,116297,19740503,   66,    0
   334,116297,19740504,   40,    0
   334,116297,19740505,   64,    0
   334,116297,19740506,   50,    0
   334,116297,19740507,   24,    0
   334,116297,19740508,   17,    0
   334,116297,19740509,  -13,    0
   334,116297,19740510,  -14,    0
   334,116297,19740511,   16,    0
   334,116297,19740512,   78,    0
   334,116297,19740513,   62,    0
   334,116297,19740514,   34,    0
   334,116297,19740515,   61,    0
   334,116297,19740516,   63,    0
   334,116297,19740517,   74,    0
   334,116297,19740518,   93,    0
   334,116297,19740519,   46,    0
   334,116297,19740520,   80,    0
   334,116297,19740521,   66,    0
   334,116297,19740522,   61,    0
   334,116297,19740523,   55,    0
   334,116297,19740524,   37,    0
   334,116297,19740525,   18,    0
   334,116297,19740526,   43,    0
   334,116297,19740527,   40,    0
   334,116297,19740528,   46,    0
   334,116297,19740529,   87,    0
   334,116297,19740530,   79,    0
   334,116297,19740531,   70,    0
   334,116297,19740601,  112,    0
   334,116297,19740602,   94,    0
   334,116297,19740603,   35,    0
   334,116297,19740604,   78,    0
   334,116297,19740605,   37,    0
   334,116297,19740606,   41,    0
   334,116297,19740607,   78,    0
   334,116297,19740608,   31,    0
   334,116297,19740609,   34,    0
   334,116297,19740610,   68,    0
   334,116297,19740611,   66,    0
   334,116297,19740612,   57,    0
   334,116297,19740613,   46,    0
   334,116297,19740614,   66,    0
   334,116297,19740615,   44,    0
   334,116297,19740616,   41,    0
   334,116297,19740617,   75,    0
   334,116297,19740618,   85,    0
   334,116297,19740619,   80,    0
   334,116297,19740620,   44,    0
   334,116297,19740621,   46,    0
   334,116297,19740622,   40,    0
   334,116297,19740623,   76,    0
   334,116297,19740624,  105,    0
   334,116297,19740625,   98,    0
   334,116297,19740626,   78,    0
   334,116297,19740627,  139,    0
   334,116297,19740628,  116,    0
   334,116297,19740629,  105,    0
   334,116297,19740630,  103,    0
   334,116297,19740701,   41,    0
   334,116297,19740702,  110,    0
   334,116297,19740703,   99,    0
   334,116297,19740704,   86,    0
   334,116297,19740705,   56,    0
   334,116297,19740706,   92,    0
   334,116297,19740707,   94,    0
   334,116297,19740708,   82,    0
   334,116297,19740709,   78,    0
   334,116297,19740710,  110,    0
   334,116297,19740711,   90,    0
   334,116297,19740712,  109,    0
   334,116297,19740713,   63,    0
   334,116297,19740714,  143,    0
   334,116297,19740715,  131,    0
   334,116297,19740716,   71,    0
   334,116297,19740717,  113,    0
   334,116297,19740718,  140,    0
   334,116297,19740719,   98,    0
   334,116297,19740720,   78,    0
   334,116297,19740721,   84,    0
   334,116297,19740722,   95,    0
   334,116297,19740723,  118,    0
   334,116297,19740724,  120,    0
   334,116297,19740725,  109,    0
   334,116297,19740726,   67,    0
   334,116297,19740727,   40,    0
   334,116297,19740728,   87,    0
   334,116297,19740729,   72,    0
   334,116297,19740730,  111,    0
   334,116297,19740731,  106,    0
   334,116297,19740801,   97,    0
   334,116297,19740802,  138,    0
   334,116297,19740803,  102,    0
   334,116297,19740804,  111,    0
   334,116297,19740805,  149,    0
   334,116297,19740806,  104,    0
   334,116297,19740807,   60,    0
   334,116297,19740808,   64,    0
   334,116297,19740809,  116,    0
   334,116297,19740810,  109,    0
   334,116297,19740811,  100,    0
   334,116297,19740812,   87,    0
   334,116297,19740813,   64,    0
   334,116297,19740814,   81,    0
   334,116297,19740815,  119,    0
   334,116297,19740816,  127,    0
   334,116297,19740817,  142,    0
   334,116297,19740818,  142,    0
   334,116297,19740819,  125,    0
   334,116297,19740820,  150,    0
   334,116297,19740821,  141,    0
   334,116297,19740822,  135,    0
   334,116297,19740823,  150,    0
   334,116297,19740824,  138,    0
   334,116297,19740825,  121,    0
   334,116297,19740826,   84,    0
   334,116297,19740827,  111,    0
   334,116297,19740828,   98,    0
   334,116297,19740829,  106,    0
   334,116297,19740830,   78,    0
   334,116297,19740831,   69,    0
   334,116297,19740901,   65,    0
   334,116297,19740902,   91,    0
   334,116297,19740903,   71,    0
   334,116297,19740904,  113,    0
   334,116297,19740905,   68,    0
   334,116297,19740906,   51,    0
   334,116297,19740907,   61,    0
   334,116297,19740908,  109,    0
   334,116297,19740909,   58,    0
   334,116297,19740910,  101,    0
   334,116297,19740911,   57,    0
   334,116297,19740912,   22,    0
   334,116297,19740913,   36,    0
   334,116297,19740914,  102,    0
   334,116297,19740915,   82,    0
   334,116297,19740916,   36,    0
   334,116297,19740917,    0,    0
   334,116297,19740918,   20,    0
   334,116297,19740919,   69,    0
   334,116297,19740920,   66,    0
   334,116297,19740921,   93,    0
   334,116297,19740922,  100,    0
   334,116297,19740923,   85,    0
   334,116297,19740924,   65,    0
   334,116297,19740925,   65,    0
   334,116297,19740926,   40,    0
   334,116297,19740927,   23,    0
   334,116297,19740928,   -7,    0
   334,116297,19740929,    3,    0
   334,116297,19740930,   61,    0
   334,116297,19741001,   54,    0
   334,116297,19741002,   39,    0
   334,116297,19741003,    9,    0
   334,116297,19741004,    4,    0
   334,116297,19741005,   14,    0
   334,116297,19741006,    4,    0
   334,116297,19741007,    2,    0
   334,116297,19741008,   17,    0
   334,116297,19741009,   26,    0
   334,116297,19741010,   16,    0
   334,116297,19741011,   20,    0
   334,116297,19741012,   22,    0
   334,116297,19741013,   47,    0
   334,116297,19741014,   26,    0
   334,116297,19741015,   11,    0
   334,116297,19741016,    4,    0
   334,116297,19741017,    7,    0
   334,116297,19741018,   17,    0
   334,116297,19741019,   15,    0
   334,116297,19741020,   31,    0
   334,116297,19741021,   47,    0
   334,116297,19741022,   33,    0
   334,116297,19741023,    4,    0
   334,116297,19741024,   21,    0
   334,116297,19741025,   20,    0
   334,116297,19741026,    2,    0
   334,116297,19741027,  -12,    0
   334,116297,19741028,    6,    0
   334,116297,19741029,  -34,    0
   334,116297,19741030,  -34,    0
   334,116297,19741031,  -43,    0
   334,116297,19741101,  -54,    0
   334,116297,19741102,   -6,    0
   334,116297,19741103,   -3,    0
   334,116297,19741104,  -20,    0
   334,116297,19741105,  -35,    0
   334,116297,19741106,   -4,    0
   334,116297,19741107,  -49,    0
   334,116297,19741108,  -80,    0
   334,116297,19741109,  -80,    0
   334,116297,19741110,  -49,    0
   334,116297,19741111,   -4,    0
   334,116297,19741112,  -21,    0
   334,116297,19741113,  -27,    0
   334,116297,19741114,  -29,    0
   334,116297,19741115,   71,    0
   334,116297,19741116,   88,    0
   334,116297,19741117,   16,    0
   334,116297,19741118,   -1,    0
   334,116297,19741119,   34,    0
   334,116297,19741120,    6,    0
   334,116297,19741121,  -19,    0
   334,116297,19741122,  -30,    0
   334,116297,19741123,  -51,    0
   334,116297,19741124,  -10,    0
   334,116297,19741125,   -1,    0
   334,116297,19741126,  -34,    0
   334,116297,19741127,  -67,    0
   334,116297,19741128,  -82,    0
   334,116297,19741129,  -34,    0
   334,116297,19741130,  -18,    0
   334,116297,19741201, -109,    0
   334,116297,19741202,  -72,    0
   334,116297,19741203,   -3,    0
   334,116297,19741204,  -32,    0
   334,116297,19741205,  -36,    0
   334,116297,19741206,  -43,    0
   334,116297,19741207, -100,    0
   334,116297,19741208,  -25,    0
   334,116297,19741209,  -35,    0
   334,116297,19741210,  -26,    0
   334,116297,19741211,  -40,    0
   334,116297,19741212,  -35,    0
   334,116297,19741213,  -82,    0
   334,116297,19741214,  -96,    0
   334,116297,19741215,  -89,    0
   334,116297,19741216, -157,    0
   334,116297,19741217, -123,    0
   334,116297,19741218,  -20,    0
   334,116297,19741219,  -17,    0
   334,116297,19741220,  -34,    0
   334,116297,19741221,   -1,    0
   334,116297,19741222,   -1,    0
   334,116297,19741223,  -86,    0
   334,116297,19741224,  -84,    0
   334,116297,19741225,  -78,    0
   334,116297,19741226,  -79,    0
   334,116297,19741227,   23,    0
   334,116297,19741228,   26,    0
   334,116297,19741229,   24,    0
   334,116297,19741230,  -15,    0
   334,116297,19741231, -109,    0
   334,116297,19750101, -142,    0
   334,116297,19750102, -106,    0
   334,116297,19750103, -108,    0
   334,116297,19750104,  -43,    0
   334,116297,19750105,   -8,    0
   334,116297,19750106,   24,    0
   334,116297,19750107,    5,    0
   334,116297,19750108,  -35,    0
   334,116297,19750109,  -76,    0
   334,116297,19750110,  -80,    0
   334,116297,19750111,  -26,    0
   334,116297,19750112,  -53,    0
   334,116297,19750113,  -40,    0
   334,116297,19750114,  -22,    0
   334,116297,19750115,  -30,    0
   334,116297,19750116,  -40,    0
   334,116297,19750117,   35,    0
   334,116297,19750118,   14,    0
   334,116297,19750119,   -1,    0
   334,116297,19750120,  -28,    0
   334,116297,19750121,    4,    0
   334,116297,19750122,  -22,    0
   334,116297,19750123,  -33,    0
   334,116297,19750124,  -29,    0
   334,116297,19750125,  -19,    0
   334,116297,19750126,  -27,    0
   334,116297,19750127,  -49,    0
   334,116297,19750128,  -49,    0
   334,116297,19750129,  -53,    0
   334,116297,19750130,  -56,    0
   334,116297,19750131,  -81,    0
   334,116297,19750201,  -86,    0
   334,116297,19750202,  -51,    0
   334,116297,19750203,  -60,    0
   334,116297,19750204, -148,    0
   334,116297,19750205, -130,    0
   334,116297,19750206,  -70,    0
   334,116297,19750207,  -26,    0
   334,116297,19750208,  -89,    0
   334,116297,19750209, -140,    0
   334,116297,19750210, -134,    0
   334,116297,19750211, -128,    0
   334,116297,19750212,  -54,    0
   334,116297,19750213,  -66,    0
   334,116297,19750214,  -22,    0
   334,116297,19750215,  -78,    0
   334,116297,19750216, -126,    0
   334,116297,19750217, -146,    0
   334,116297,19750218, -106,    0
   334,116297,19750219,  -34,    0
   334,116297,19750220,  -35,    0
   334,116297,19750221,  -60,    0
   334,116297,19750222, -130,    0
   334,116297,19750223,  -90,    0
   334,116297,19750224,  -50,    0
   334,116297,19750225,  -67,    0
   334,116297,19750226,  -70,    0
   334,116297,19750227, -104,    0
   334,116297,19750228,  -76,    0
   334,116297,19750301,  -70,    0
   334,116297,19750302,  -96,    0
   334,116297,19750303,  -60,    0
   334,116297,19750304,  -36,    0
   334,116297,19750305,    1,    0
   334,116297,19750306,    0,    0
   334,116297,19750307,  -17,    0
   334,116297,19750308,    8,    0
   334,116297,19750309,    4,    0
   334,116297,19750310,  -11,    0
   334,116297,19750311,    6,    0
   334,116297,19750312,  -13,    0
   334,116297,19750313,   30,    0
   334,116297,19750314,   13,    0
   334,116297,19750315,   30,    0
   334,116297,19750316,    9,    0
   334,116297,19750317,   -4,    0
   334,116297,19750318,   -9,    0
   334,116297,19750319,  -15,    0
   334,116297,19750320,   17,    0
   334,116297,19750321,  -46,    0
   334,116297,19750322,  -66,    0
   334,116297,19750323,  -53,    0
   334,116297,19750324,  -23,    0
   334,116297,19750325,  -26,    0
   334,116297,19750326,  -47,    0
   334,116297,19750327,  -14,    0
   334,116297,19750328,   14,    0
   334,116297,19750329,   -3,    0
   334,116297,19750330,  -14,    0
   334,116297,19750331,    0,    0
   334,116297,19750401,    6,    0
   334,116297,19750402,    0,    0
   334,116297,19750403,   11,    0
   334,116297,19750404,   19,    0
   334,116297,19750405,   40,    0
   334,116297,19750406,   66,    0
   334,116297,19750407,   88,    0
   334,116297,19750408,   50,    0
   334,116297,19750409,  -16,    0
   334,116297,19750410,   24,    0
   334,116297,19750411,   -1,    0
   334,116297,19750412,  -22,    0
   334,116297,19750413,  -14,    0
   334,116297,19750414,  -11,    0
   334,116297,19750415,   40,    0
   334,116297,19750416,   37,    0
   334,116297,19750417,   24,    0
   334,116297,19750418,   -9,    0
   334,116297,19750419,  -19,    0
   334,116297,19750420,  -20,    0
   334,116297,19750421,    2,    0
   334,116297,19750422,   50,    0
   334,116297,19750423,   26,    0
   334,116297,19750424,   44,    0
   334,116297,19750425,   20,    0
   334,116297,19750426,    5,    0
   334,116297,19750427,   -2,    0
   334,116297,19750428,  -33,    0
   334,116297,19750429,   -6,    0
   334,116297,19750430,    7,    0
   334,116297,19750501,   34,    0
   334,116297,19750502,   54,    0
   334,116297,19750503,   51,    0
   334,116297,19750504,   14,    0
   334,116297,19750505,   35,    0
   334,116297,19750506,   69,    0
   334,116297,19750507,   52,    0
   334,116297,19750508,   72,    0
   334,116297,19750509,   95,    0
   334,116297,19750510,   86,    0
   334,116297,19750511,   24,    0
   334,116297,19750512,   38,    0
   334,116297,19750513,   55,    0
   334,116297,19750514,   77,    0
   334,116297,19750515,  106,    0
   334,116297,19750516,   89,    0
   334,116297,19750517,   84,    0
   334,116297,19750518,   95,    0
   334,116297,19750519,   93,    0
   334,116297,19750520,  106,    0
   334,116297,19750521,   94,    0
   334,116297,19750522,   71,    0
   334,116297,19750523,   67,    0
   334,116297,19750524,   60,    0
   334,116297,19750525,   71,    0
   334,116297,19750526,   70,    0
   334,116297,19750527,   94,    0
   334,116297,19750528,   90,    0
   334,116297,19750529,   48,    0
   334,116297,19750530,  103,    0
   334,116297,19750531,   77,    0
   334,116297,19750601,   57,    0
   334,116297,19750602,   47,    0
   334,116297,19750603,   60,    0
   334,116297,19750604,   76,    0
   334,116297,19750605,   40,    0
   334,116297,19750606,   10,    0
   334,116297,19750607,   65,    0
   334,116297,19750608,   80,    0
   334,116297,19750609,   92,    0
   334,116297,19750610,   90,    0
   334,116297,19750611,   65,    0
   334,116297,19750612,   92,    0
   334,116297,19750613,   93,    0
   334,116297,19750614,  107,    0
   334,116297,19750615,  127,    0
   334,116297,19750616,  158,    0
   334,116297,19750617,  129,    0
   334,116297,19750618,  118,    0
   334,116297,19750619,  128,    0
   334,116297,19750620,  141,    0
   334,116297,19750621,  133,    0
   334,116297,19750622,  123,    0
   334,116297,19750623,  119,    0
   334,116297,19750624,  108,    0
   334,116297,19750625,  129,    0
   334,116297,19750626,   69,    0
   334,116297,19750627,   74,    0
   334,116297,19750628,  110,    0
   334,116297,19750629,  100,    0
   334,116297,19750630,   92,    0
   334,116297,19750701,  100,    0
   334,116297,19750702,  136,    0
   334,116297,19750703,  102,    0
   334,116297,19750704,   94,    0
   334,116297,19750705,  100,    0
   334,116297,19750706,   94,    0
   334,116297,19750707,   77,    0
   334,116297,19750708,   84,    0
   334,116297,19750709,   86,    0
   334,116297,19750710,  111,    0
   334,116297,19750711,  107,    0
   334,116297,19750712,  120,    0
   334,116297,19750713,  128,    0
   334,116297,19750714,  116,    0
   334,116297,19750715,  120,    0
   334,116297,19750716,  155,    0
   334,116297,19750717,  110,    0
   334,116297,19750718,   86,    0
   334,116297,19750719,  120,    0
   334,116297,19750720,  130,    0
   334,116297,19750721,  118,    0
   334,116297,19750722,  113,    0
   334,116297,19750723,   88,    0
   334,116297,19750724,   94,    0
   334,116297,19750725,  115,    0
   334,116297,19750726,   85,    0
   334,116297,19750727,   82,    0
   334,116297,19750728,  106,    0
   334,116297,19750729,  128,    0
   334,116297,19750730,  115,    0
   334,116297,19750731,  103,    0
   334,116297,19750801,  110,    0
   334,116297,19750802,  104,    0
   334,116297,19750803,   88,    0
   334,116297,19750804,  104,    0
   334,116297,19750805,  110,    0
   334,116297,19750806,   94,    0
   334,116297,19750807,  120,    0
   334,116297,19750808,  131,    0
   334,116297,19750809,   92,    0
   334,116297,19750810,  110,    0
   334,116297,19750811,  100,    0
   334,116297,19750812,  102,    0
   334,116297,19750813,   65,    0
   334,116297,19750814,   10,    0
   334,116297,19750815,   39,    0
   334,116297,19750816,   93,    0
   334,116297,19750817,  123,    0
   334,116297,19750818,  139,    0
   334,116297,19750819,  122,    0
   334,116297,19750820,  104,    0
   334,116297,19750821,   65,    0
   334,116297,19750822,   65,    0
   334,116297,19750823,   53,    0
   334,116297,19750824,  110,    0
   334,116297,19750825,  116,    0
   334,116297,19750826,  110,    0
   334,116297,19750827,  129,    0
   334,116297,19750828,   70,    0
   334,116297,19750829,   94,    0
   334,116297,19750830,  130,    0
   334,116297,19750831,  110,    0
   334,116297,19750901,  114,    0
   334,116297,19750902,   73,    0
   334,116297,19750903,  106,    0
   334,116297,19750904,  123,    0
   334,116297,19750905,  113,    0
   334,116297,19750906,   88,    0
   334,116297,19750907,   45,    0
   334,116297,19750908,   42,    0
   334,116297,19750909,    9,    0
   334,116297,19750910,   33,    0
   334,116297,19750911,   40,    0
   334,116297,19750912,   45,    0
   334,116297,19750913,   65,    0
   334,116297,19750914,   -4,    0
   334,116297,19750915,   93,    0
   334,116297,19750916,  106,    0
   334,116297,19750917,  105,    0
   334,116297,19750918,   57,    0
   334,116297,19750919,   59,    0
   334,116297,19750920,   76,    0
   334,116297,19750921,   84,    0
   334,116297,19750922,   95,    0
   334,116297,19750923,   59,    0
   334,116297,19750924,   96,    0
   334,116297,19750925,   48,    0
   334,116297,19750926,  110,    0
   334,116297,19750927,   84,    0
   334,116297,19750928,   92,    0
   334,116297,19750929,   99,    0
   334,116297,19750930,   72,    0
   334,116297,19751001,  114,    0
   334,116297,19751002,   82,    0
   334,116297,19751003,   85,    0
   334,116297,19751004,   51,    0
   334,116297,19751005,    5,    0
   334,116297,19751006,   46,    0
   334,116297,19751007,   48,    0
   334,116297,19751008,   35,    0
   334,116297,19751009,   34,    0
   334,116297,19751010,   15,    0
   334,116297,19751011,  -10,    0
   334,116297,19751012,  -22,    0
   334,116297,19751013,  -24,    0
   334,116297,19751014,   57,    0
   334,116297,19751015,   10,    0
   334,116297,19751016,   20,    0
   334,116297,19751017,   16,    0
   334,116297,19751018,   26,    0
   334,116297,19751019,   26,    0
   334,116297,19751020,   50,    0
   334,116297,19751021,   53,    0
   334,116297,19751022,   42,    0
   334,116297,19751023,   51,    0
   334,116297,19751024,  -14,    0
   334,116297,19751025,  -30,    0
   334,116297,19751026,   -1,    0
   334,116297,19751027,   30,    0
   334,116297,19751028,   -6,    0
   334,116297,19751029,   11,    0
   334,116297,19751030,  -14,    0
   334,116297,19751031,  -19,    0
   334,116297,19751101,  -31,    0
   334,116297,19751102,  -16,    0
   334,116297,19751103,    5,    0
   334,116297,19751104,  -30,    0
   334,116297,19751105,   26,    0
   334,116297,19751106,   28,    0
   334,116297,19751107,   20,    0
   334,116297,19751108,    2,    0
   334,116297,19751109,  -30,    0
   334,116297,19751110,  -31,    0
   334,116297,19751111,  -76,    0
   334,116297,19751112,  -66,    0
   334,116297,19751113,  -31,    0
   334,116297,19751114,  -11,    0
   334,116297,19751115,  -18,    0
   334,116297,19751116,  -43,    0
   334,116297,19751117,  -20,    0
   334,116297,19751118,    6,    0
   334,116297,19751119,   10,    0
   334,116297,19751120,   -6,    0
   334,116297,19751121,  -56,    0
   334,116297,19751122,  -66,    0
   334,116297,19751123, -105,    0
   334,116297,19751124, -103,    0
   334,116297,19751125, -170,    0
   334,116297,19751126, -156,    0
   334,116297,19751127, -142,    0
   334,116297,19751128,  -20,    0
   334,116297,19751129,    0,    0
   334,116297,19751130,  -13,    0
   334,116297,19751201,  -13,    0
   334,116297,19751202,  -28,    0
   334,116297,19751203,   12,    0
   334,116297,19751204,   -6,    0
   334,116297,19751205,  -20,    0
   334,116297,19751206,   -5,    0
   334,116297,19751207,  -38,    0
   334,116297,19751208,  -44,    0
   334,116297,19751209,  -50,    0
   334,116297,19751210,  -21,    0
   334,116297,19751211,  -65,    0
   334,116297,19751212, -109,    0
   334,116297,19751213,  -96,    0
   334,116297,19751214,  -46,    0
   334,116297,19751215, -106,    0
   334,116297,19751216, -116,    0
   334,116297,19751217,  -26,    0
   334,116297,19751218, -103,    0
   334,116297,19751219, -197,    0
   334,116297,19751220, -146,    0
   334,116297,19751221, -126,    0
   334,116297,19751222,  -13,    0
   334,116297,19751223,   -5,    0
   334,116297,19751224,  -18,    0
   334,116297,19751225,  -43,    0
   334,116297,19751226,  -48,    0
   334,116297,19751227,  -37,    0
   334,116297,19751228,  -47,    0
   334,116297,19751229,  -56,    0
   334,116297,19751230,  -90,    0
   334,116297,19751231,  -90,    0
   334,116297,19760101,  -76,    0
   334,116297,19760102,  -36,    0
   334,116297,19760103,  -52,    0
   334,116297,19760104,  -56,    0
   334,116297,19760105, -100,    0
   334,116297,19760106,  -79,    0
   334,116297,19760107, -130,    0
   334,116297,19760108,  -90,    0
   334,116297,19760109,  -70,    0
   334,116297,19760110,  -30,    0
   334,116297,19760111,  -30,    0
   334,116297,19760112,   -6,    0
   334,116297,19760113,  -31,    0
   334,116297,19760114,  -56,    0
   334,116297,19760115,  -87,    0
   334,116297,19760116, -180,    0
   334,116297,19760117, -148,    0
   334,116297,19760118, -184,    0
   334,116297,19760119,  -78,    0
   334,116297,19760120, -131,    0
   334,116297,19760121,  -12,    0
   334,116297,19760122,  -30,    0
   334,116297,19760123,  -32,    0
   334,116297,19760124,  -56,    0
   334,116297,19760125, -108,    0
   334,116297,19760126, -192,    0
   334,116297,19760127, -154,    0
   334,116297,19760128,  -94,    0
   334,116297,19760129,  -96,    0
   334,116297,19760130, -104,    0
   334,116297,19760131, -147,    0
   334,116297,19760201, -169,    0
   334,116297,19760202, -180,    0
   334,116297,19760203, -163,    0
   334,116297,19760204, -132,    0
   334,116297,19760205,  -58,    0
   334,116297,19760206, -105,    0
   334,116297,19760207, -160,    0
   334,116297,19760208, -200,    0
   334,116297,19760209, -215,    0
   334,116297,19760210, -193,    0
   334,116297,19760211, -120,    0
   334,116297,19760212,  -89,    0
   334,116297,19760213, -133,    0
   334,116297,19760214,  -71,    0
   334,116297,19760215,  -33,    0
   334,116297,19760216,  -68,    0
   334,116297,19760217,  -70,    0
   334,116297,19760218, -104,    0
   334,116297,19760219, -104,    0
   334,116297,19760220,  -90,    0
   334,116297,19760221, -109,    0
   334,116297,19760222,  -76,    0
   334,116297,19760223,  -71,    0
   334,116297,19760224,  -90,    0
   334,116297,19760225, -113,    0
   334,116297,19760226,  -45,    0
   334,116297,19760227,  -25,    0
   334,116297,19760228,  -42,    0
   334,116297,19760229,  -42,    0
   334,116297,19760301,  -38,    0
   334,116297,19760302,  -20,    0
   334,116297,19760303,  -45,    0
   334,116297,19760304,  -80,    0
   334,116297,19760305, -128,    0
   334,116297,19760306,  -94,    0
   334,116297,19760307, -123,    0
   334,116297,19760308, -130,    0
   334,116297,19760309,  -61,    0
   334,116297,19760310, -112,    0
   334,116297,19760311, -147,    0
   334,116297,19760312, -150,    0
   334,116297,19760313, -150,    0
   334,116297,19760314, -110,    0
   334,116297,19760315,  -70,    0
   334,116297,19760316,  -11,    0
   334,116297,19760317,  -11,    0
   334,116297,19760318,  -15,    0
   334,116297,19760319,  -15,    0
   334,116297,19760320,  -91,    0
   334,116297,19760321,  -98,    0
   334,116297,19760322,  -91,    0
   334,116297,19760323, -161,    0
   334,116297,19760324, -113,    0
   334,116297,19760325,  -47,    0
