EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 19-04-2025
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : Precipitation amount in 0.1 mm
30-34 Q_RR : quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 116304) of station Poprad/Tatry, SLOVAKIA (STAID:    334)

 STAID,    SOUID,    DATE,   RR, Q_RR
   334,116304,19641112,    4,    0
   334,116304,19641113,    0,    0
   334,116304,19641114,    0,    0
   334,116304,19641115,    8,    0
   334,116304,19641116,   12,    0
   334,116304,19641117,   64,    0
   334,116304,19641118,   64,    0
   334,116304,19641119,   13,    0
   334,116304,19641120,   20,    0
   334,116304,19641121,   84,    0
   334,116304,19641122,    1,    0
   334,116304,19641123,    0,    0
   334,116304,19641124,    5,    0
   334,116304,19641125,   12,    0
   334,116304,19641126,    0,    0
   334,116304,19641127,    0,    0
   334,116304,19641128,   13,    0
   334,116304,19641129,   14,    0
   334,116304,19641130,   73,    0
   334,116304,19641201,   28,    0
   334,116304,19641202,   15,    0
   334,116304,19641203,   16,    0
   334,116304,19641204,   10,    0
   334,116304,19641205,    0,    0
   334,116304,19641206,    0,    0
   334,116304,19641207,    1,    0
   334,116304,19641208,    0,    0
   334,116304,19641209,    0,    0
   334,116304,19641210,    0,    0
   334,116304,19641211,    0,    0
   334,116304,19641212,    0,    0
   334,116304,19641213,    1,    0
   334,116304,19641214,   14,    0
   334,116304,19641215,    0,    0
   334,116304,19641216,    0,    0
   334,116304,19641217,    5,    0
   334,116304,19641218,    9,    0
   334,116304,19641219,   39,    0
   334,116304,19641220,    0,    0
   334,116304,19641221,    3,    0
   334,116304,19641222,    0,    0
   334,116304,19641223,    0,    0
   334,116304,19641224,    0,    0
   334,116304,19641225,    0,    0
   334,116304,19641226,  120,    0
   334,116304,19641227,   21,    0
   334,116304,19641228,   14,    0
   334,116304,19641229,   19,    0
   334,116304,19641230,    0,    0
   334,116304,19641231,    0,    0
   334,116304,19650101,    0,    0
   334,116304,19650102,   36,    0
   334,116304,19650103,   35,    0
   334,116304,19650104,    4,    0
   334,116304,19650105,    2,    0
   334,116304,19650106,    6,    0
   334,116304,19650107,    0,    0
   334,116304,19650108,    6,    0
   334,116304,19650109,    2,    0
   334,116304,19650110,   10,    0
   334,116304,19650111,    0,    0
   334,116304,19650112,    0,    0
   334,116304,19650113,    0,    0
   334,116304,19650114,    0,    0
   334,116304,19650115,    0,    0
   334,116304,19650116,    0,    0
   334,116304,19650117,    1,    0
   334,116304,19650118,    1,    0
   334,116304,19650119,    1,    0
   334,116304,19650120,   26,    0
   334,116304,19650121,    0,    0
   334,116304,19650122,    0,    0
   334,116304,19650123,   52,    0
   334,116304,19650124,    8,    0
   334,116304,19650125,    0,    0
   334,116304,19650126,    0,    0
   334,116304,19650127,   18,    0
   334,116304,19650128,    0,    0
   334,116304,19650129,    3,    0
   334,116304,19650130,    1,    0
   334,116304,19650131,   42,    0
   334,116304,19650201,    0,    0
   334,116304,19650202,    0,    0
   334,116304,19650203,    0,    0
   334,116304,19650204,    3,    0
   334,116304,19650205,    0,    0
   334,116304,19650206,    0,    0
   334,116304,19650207,    4,    0
   334,116304,19650208,    2,    0
   334,116304,19650209,    0,    0
   334,116304,19650210,    1,    0
   334,116304,19650211,    0,    0
   334,116304,19650212,    0,    0
   334,116304,19650213,    7,    0
   334,116304,19650214,    3,    0
   334,116304,19650215,    2,    0
   334,116304,19650216,    0,    0
   334,116304,19650217,   11,    0
   334,116304,19650218,   55,    0
   334,116304,19650219,   14,    0
   334,116304,19650220,    0,    0
   334,116304,19650221,    0,    0
   334,116304,19650222,    2,    0
   334,116304,19650223,   22,    0
   334,116304,19650224,    0,    0
   334,116304,19650225,    0,    0
   334,116304,19650226,    0,    0
   334,116304,19650227,    4,    0
   334,116304,19650228,    0,    0
   334,116304,19650301,    8,    0
   334,116304,19650302,   34,    0
   334,116304,19650303,    0,    0
   334,116304,19650304,    0,    0
   334,116304,19650305,    0,    0
   334,116304,19650306,   50,    0
   334,116304,19650307,   36,    0
   334,116304,19650308,   13,    0
   334,116304,19650309,    0,    0
   334,116304,19650310,    0,    0
   334,116304,19650311,    0,    0
   334,116304,19650312,    0,    0
   334,116304,19650313,    0,    0
   334,116304,19650314,    0,    0
   334,116304,19650315,    0,    0
   334,116304,19650316,   26,    0
   334,116304,19650317,   72,    0
   334,116304,19650318,    0,    0
   334,116304,19650319,    0,    0
   334,116304,19650320,   59,    0
   334,116304,19650321,    6,    0
   334,116304,19650322,   12,    0
   334,116304,19650323,    0,    0
   334,116304,19650324,   60,    0
   334,116304,19650325,    0,    0
   334,116304,19650326,    7,    0
   334,116304,19650327,    7,    0
   334,116304,19650328,    0,    0
   334,116304,19650329,    0,    0
   334,116304,19650330,    0,    0
   334,116304,19650331,   14,    0
   334,116304,19650401,    0,    0
   334,116304,19650402,    0,    0
   334,116304,19650403,    0,    0
   334,116304,19650404,    0,    0
   334,116304,19650405,    0,    0
   334,116304,19650406,    0,    0
   334,116304,19650407,    1,    0
   334,116304,19650408,    7,    0
   334,116304,19650409,   12,    0
   334,116304,19650410,    3,    0
   334,116304,19650411,    2,    0
   334,116304,19650412,   13,    0
   334,116304,19650413,   26,    0
   334,116304,19650414,    4,    0
   334,116304,19650415,    0,    0
   334,116304,19650416,    0,    0
   334,116304,19650417,    0,    0
   334,116304,19650418,    7,    0
   334,116304,19650419,   47,    0
   334,116304,19650420,   33,    0
   334,116304,19650421,  113,    0
   334,116304,19650422,   51,    0
   334,116304,19650423,    2,    0
   334,116304,19650424,    0,    0
   334,116304,19650425,    0,    0
   334,116304,19650426,  129,    0
   334,116304,19650427,   10,    0
   334,116304,19650428,   20,    0
   334,116304,19650429,    5,    0
   334,116304,19650430,    0,    0
   334,116304,19650501,    0,    0
   334,116304,19650502,    0,    0
   334,116304,19650503,    0,    0
   334,116304,19650504,    2,    0
   334,116304,19650505,   23,    0
   334,116304,19650506,   20,    0
   334,116304,19650507,    0,    0
   334,116304,19650508,    0,    0
   334,116304,19650509,   40,    0
   334,116304,19650510,    6,    0
   334,116304,19650511,    8,    0
   334,116304,19650512,    0,    0
   334,116304,19650513,    0,    0
   334,116304,19650514,    8,    0
   334,116304,19650515,    6,    0
   334,116304,19650516,   30,    0
   334,116304,19650517,    2,    0
   334,116304,19650518,    0,    0
   334,116304,19650519,    8,    0
   334,116304,19650520,   70,    0
   334,116304,19650521,    0,    0
   334,116304,19650522,   17,    0
   334,116304,19650523,  200,    0
   334,116304,19650524,   41,    0
   334,116304,19650525,    0,    0
   334,116304,19650526,    7,    0
   334,116304,19650527,   20,    0
   334,116304,19650528,  121,    0
   334,116304,19650529,    0,    0
   334,116304,19650530,    4,    0
   334,116304,19650531,   70,    0
   334,116304,19650601,    5,    0
   334,116304,19650602,    0,    0
   334,116304,19650603,    0,    0
   334,116304,19650604,  279,    0
   334,116304,19650605,  126,    0
   334,116304,19650606,   23,    0
   334,116304,19650607,    0,    0
   334,116304,19650608,   68,    0
   334,116304,19650609,  122,    0
   334,116304,19650610,  408,    0
   334,116304,19650611,  176,    0
   334,116304,19650612,   26,    0
   334,116304,19650613,   10,    0
   334,116304,19650614,   62,    0
   334,116304,19650615,    0,    0
   334,116304,19650616,    0,    0
   334,116304,19650617,  141,    0
   334,116304,19650618,    0,    0
   334,116304,19650619,   18,    0
   334,116304,19650620,    0,    0
   334,116304,19650621,    0,    0
   334,116304,19650622,   15,    0
   334,116304,19650623,    0,    0
   334,116304,19650624,    0,    0
   334,116304,19650625,    0,    0
   334,116304,19650626,    0,    0
   334,116304,19650627,    4,    0
   334,116304,19650628,  124,    0
   334,116304,19650629,    0,    0
   334,116304,19650630,    0,    0
   334,116304,19650701,   15,    0
   334,116304,19650702,  115,    0
   334,116304,19650703,    0,    0
   334,116304,19650704,  149,    0
   334,116304,19650705,  110,    0
   334,116304,19650706,    2,    0
   334,116304,19650707,    0,    0
   334,116304,19650708,  132,    0
   334,116304,19650709,    0,    0
   334,116304,19650710,   10,    0
   334,116304,19650711,    0,    0
   334,116304,19650712,    4,    0
   334,116304,19650713,    0,    0
   334,116304,19650714,    0,    0
   334,116304,19650715,    0,    0
   334,116304,19650716,   16,    0
   334,116304,19650717,   62,    0
   334,116304,19650718,   13,    0
   334,116304,19650719,   72,    0
   334,116304,19650720,   18,    0
   334,116304,19650721,  184,    0
   334,116304,19650722,    0,    0
   334,116304,19650723,    5,    0
   334,116304,19650724,    0,    0
   334,116304,19650725,    4,    0
   334,116304,19650726,   67,    0
   334,116304,19650727,    8,    0
   334,116304,19650728,    0,    0
   334,116304,19650729,   29,    0
   334,116304,19650730,   26,    0
   334,116304,19650731,   37,    0
   334,116304,19650801,  416,    0
   334,116304,19650802,    4,    0
   334,116304,19650803,    0,    0
   334,116304,19650804,    1,    0
   334,116304,19650805,    0,    0
   334,116304,19650806,    0,    0
   334,116304,19650807,    0,    0
   334,116304,19650808,    0,    0
   334,116304,19650809,    0,    0
   334,116304,19650810,   88,    0
   334,116304,19650811,   13,    0
   334,116304,19650812,    0,    0
   334,116304,19650813,    4,    0
   334,116304,19650814,    0,    0
   334,116304,19650815,   19,    0
   334,116304,19650816,    0,    0
   334,116304,19650817,    0,    0
   334,116304,19650818,    0,    0
   334,116304,19650819,    0,    0
   334,116304,19650820,    0,    0
   334,116304,19650821,    0,    0
   334,116304,19650822,    0,    0
   334,116304,19650823,    0,    0
   334,116304,19650824,   20,    0
   334,116304,19650825,   79,    0
   334,116304,19650826,   36,    0
   334,116304,19650827,    0,    0
   334,116304,19650828,    0,    0
   334,116304,19650829,    0,    0
   334,116304,19650830,    0,    0
   334,116304,19650831,    6,    0
   334,116304,19650901,    0,    0
   334,116304,19650902,    0,    0
   334,116304,19650903,    0,    0
   334,116304,19650904,   34,    0
   334,116304,19650905,    0,    0
   334,116304,19650906,    6,    0
   334,116304,19650907,    3,    0
   334,116304,19650908,    0,    0
   334,116304,19650909,    0,    0
   334,116304,19650910,    7,    0
   334,116304,19650911,  177,    0
   334,116304,19650912,    7,    0
   334,116304,19650913,    0,    0
   334,116304,19650914,   12,    0
   334,116304,19650915,    0,    0
   334,116304,19650916,    0,    0
   334,116304,19650917,    0,    0
   334,116304,19650918,    0,    0
   334,116304,19650919,  167,    0
   334,116304,19650920,    3,    0
   334,116304,19650921,    0,    0
   334,116304,19650922,    0,    0
   334,116304,19650923,    0,    0
   334,116304,19650924,    0,    0
   334,116304,19650925,    0,    0
   334,116304,19650926,   13,    0
   334,116304,19650927,    3,    0
   334,116304,19650928,   44,    0
   334,116304,19650929,  174,    0
   334,116304,19650930,    0,    0
   334,116304,19651001,    0,    0
   334,116304,19651002,    0,    0
   334,116304,19651003,    9,    0
   334,116304,19651004,    0,    0
   334,116304,19651005,    0,    0
   334,116304,19651006,    0,    0
   334,116304,19651007,    0,    0
   334,116304,19651008,    0,    0
   334,116304,19651009,    0,    0
   334,116304,19651010,    0,    0
   334,116304,19651011,    0,    0
   334,116304,19651012,    0,    0
   334,116304,19651013,    0,    0
   334,116304,19651014,    0,    0
   334,116304,19651015,    0,    0
   334,116304,19651016,    0,    0
   334,116304,19651017,    0,    0
   334,116304,19651018,    0,    0
   334,116304,19651019,    0,    0
   334,116304,19651020,    0,    0
   334,116304,19651021,    0,    0
   334,116304,19651022,    0,    0
   334,116304,19651023,    0,    0
   334,116304,19651024,    0,    0
   334,116304,19651025,    0,    0
   334,116304,19651026,    0,    0
   334,116304,19651027,    0,    0
   334,116304,19651028,    0,    0
   334,116304,19651029,    3,    0
   334,116304,19651030,    0,    0
   334,116304,19651031,    2,    0
   334,116304,19651101,   19,    0
   334,116304,19651102,    2,    0
   334,116304,19651103,    0,    0
   334,116304,19651104,    0,    0
   334,116304,19651105,    0,    0
   334,116304,19651106,    0,    0
   334,116304,19651107,    0,    0
   334,116304,19651108,    0,    0
   334,116304,19651109,    0,    0
   334,116304,19651110,   40,    0
   334,116304,19651111,  141,    0
   334,116304,19651112,    4,    0
   334,116304,19651113,    9,    0
   334,116304,19651114,   14,    0
   334,116304,19651115,    1,    0
   334,116304,19651116,    0,    0
   334,116304,19651117,    0,    0
   334,116304,19651118,    4,    0
   334,116304,19651119,   14,    0
   334,116304,19651120,   45,    0
   334,116304,19651121,  110,    0
   334,116304,19651122,    8,    0
   334,116304,19651123,    0,    0
   334,116304,19651124,    0,    0
   334,116304,19651125,    0,    0
   334,116304,19651126,    0,    0
   334,116304,19651127,   83,    0
   334,116304,19651128,    4,    0
   334,116304,19651129,   20,    0
   334,116304,19651130,  114,    0
   334,116304,19651201,    0,    0
   334,116304,19651202,    0,    0
   334,116304,19651203,    2,    0
   334,116304,19651204,    0,    0
   334,116304,19651205,    1,    0
   334,116304,19651206,   13,    0
   334,116304,19651207,   14,    0
   334,116304,19651208,   44,    0
   334,116304,19651209,    2,    0
   334,116304,19651210,   64,    0
   334,116304,19651211,    3,    0
   334,116304,19651212,    0,    0
   334,116304,19651213,   42,    0
   334,116304,19651214,    0,    0
   334,116304,19651215,   11,    0
   334,116304,19651216,    2,    0
   334,116304,19651217,   18,    0
   334,116304,19651218,    4,    0
   334,116304,19651219,    0,    0
   334,116304,19651220,    1,    0
   334,116304,19651221,    7,    0
   334,116304,19651222,   17,    0
   334,116304,19651223,    0,    0
   334,116304,19651224,    0,    0
   334,116304,19651225,    0,    0
   334,116304,19651226,    0,    0
   334,116304,19651227,   26,    0
   334,116304,19651228,    0,    0
   334,116304,19651229,    0,    0
   334,116304,19651230,    1,    0
   334,116304,19651231,    0,    0
   334,116304,19660101,    6,    0
   334,116304,19660102,    0,    0
   334,116304,19660103,   12,    0
   334,116304,19660104,    3,    0
   334,116304,19660105,    0,    0
   334,116304,19660106,    0,    0
   334,116304,19660107,    0,    0
   334,116304,19660108,    6,    0
   334,116304,19660109,    6,    0
   334,116304,19660110,    2,    0
   334,116304,19660111,   20,    0
   334,116304,19660112,   21,    0
   334,116304,19660113,    2,    0
   334,116304,19660114,    2,    0
   334,116304,19660115,    0,    0
   334,116304,19660116,    0,    0
   334,116304,19660117,   10,    0
   334,116304,19660118,   24,    0
   334,116304,19660119,   30,    0
   334,116304,19660120,    8,    0
   334,116304,19660121,    0,    0
   334,116304,19660122,    2,    0
   334,116304,19660123,   21,    0
   334,116304,19660124,    0,    0
   334,116304,19660125,    0,    0
   334,116304,19660126,    0,    0
   334,116304,19660127,    0,    0
   334,116304,19660128,    0,    0
   334,116304,19660129,    0,    0
   334,116304,19660130,    0,    0
   334,116304,19660131,    0,    0
   334,116304,19660201,    1,    0
   334,116304,19660202,    0,    0
   334,116304,19660203,    6,    0
   334,116304,19660204,    0,    0
   334,116304,19660205,   12,    0
   334,116304,19660206,    2,    0
   334,116304,19660207,   22,    0
   334,116304,19660208,   73,    0
   334,116304,19660209,   81,    0
   334,116304,19660210,   24,    0
   334,116304,19660211,    6,    0
   334,116304,19660212,   30,    0
   334,116304,19660213,    0,    0
   334,116304,19660214,    1,    0
   334,116304,19660215,    0,    0
   334,116304,19660216,    0,    0
   334,116304,19660217,    0,    0
   334,116304,19660218,    0,    0
   334,116304,19660219,    3,    0
   334,116304,19660220,    0,    0
   334,116304,19660221,    0,    0
   334,116304,19660222,   10,    0
   334,116304,19660223,  215,    0
   334,116304,19660224,    0,    0
   334,116304,19660225,    0,    0
   334,116304,19660226,    0,    0
   334,116304,19660227,    0,    0
   334,116304,19660228,    0,    0
   334,116304,19660301,   22,    0
   334,116304,19660302,    0,    0
   334,116304,19660303,    0,    0
   334,116304,19660304,    0,    0
   334,116304,19660305,    0,    0
   334,116304,19660306,    0,    0
   334,116304,19660307,    0,    0
   334,116304,19660308,    0,    0
   334,116304,19660309,   72,    0
   334,116304,19660310,   14,    0
   334,116304,19660311,    6,    0
   334,116304,19660312,   17,    0
   334,116304,19660313,    4,    0
   334,116304,19660314,    0,    0
   334,116304,19660315,    2,    0
   334,116304,19660316,    2,    0
   334,116304,19660317,    2,    0
   334,116304,19660318,   17,    0
   334,116304,19660319,    1,    0
   334,116304,19660320,    0,    0
   334,116304,19660321,    0,    0
   334,116304,19660322,    0,    0
   334,116304,19660323,    0,    0
   334,116304,19660324,   18,    0
   334,116304,19660325,    0,    0
   334,116304,19660326,    0,    0
   334,116304,19660327,    6,    0
   334,116304,19660328,    4,    0
   334,116304,19660329,    0,    0
   334,116304,19660330,   43,    0
   334,116304,19660331,    0,    0
   334,116304,19660401,    2,    0
   334,116304,19660402,  137,    0
   334,116304,19660403,    1,    0
   334,116304,19660404,    0,    0
   334,116304,19660405,    0,    0
   334,116304,19660406,    0,    0
   334,116304,19660407,    0,    0
   334,116304,19660408,    0,    0
   334,116304,19660409,   24,    0
   334,116304,19660410,   12,    0
   334,116304,19660411,   65,    0
   334,116304,19660412,    5,    0
   334,116304,19660413,    0,    0
   334,116304,19660414,    0,    0
   334,116304,19660415,   56,    0
   334,116304,19660416,    0,    0
   334,116304,19660417,    0,    0
   334,116304,19660418,    0,    0
   334,116304,19660419,   64,    0
   334,116304,19660420,   33,    0
   334,116304,19660421,   67,    0
   334,116304,19660422,    3,    0
   334,116304,19660423,    0,    0
   334,116304,19660424,    0,    0
   334,116304,19660425,    0,    0
   334,116304,19660426,   32,    0
   334,116304,19660427,    0,    0
   334,116304,19660428,    0,    0
   334,116304,19660429,    0,    0
   334,116304,19660430,    0,    0
   334,116304,19660501,    0,    0
   334,116304,19660502,    0,    0
   334,116304,19660503,    0,    0
   334,116304,19660504,    0,    0
   334,116304,19660505,    0,    0
   334,116304,19660506,    0,    0
   334,116304,19660507,    0,    0
   334,116304,19660508,   34,    0
   334,116304,19660509,  107,    0
   334,116304,19660510,    1,    0
   334,116304,19660511,   45,    0
   334,116304,19660512,    0,    0
   334,116304,19660513,    0,    0
   334,116304,19660514,    0,    0
   334,116304,19660515,    0,    0
   334,116304,19660516,    0,    0
   334,116304,19660517,    0,    0
   334,116304,19660518,    0,    0
   334,116304,19660519,    0,    0
   334,116304,19660520,    5,    0
   334,116304,19660521,    0,    0
   334,116304,19660522,    0,    0
   334,116304,19660523,  134,    0
   334,116304,19660524,  129,    0
   334,116304,19660525,    0,    0
   334,116304,19660526,   90,    0
   334,116304,19660527,   67,    0
   334,116304,19660528,    0,    0
   334,116304,19660529,  162,    0
   334,116304,19660530,    3,    0
   334,116304,19660531,    0,    0
   334,116304,19660601,    0,    0
   334,116304,19660602,   34,    0
   334,116304,19660603,    0,    0
   334,116304,19660604,    0,    0
   334,116304,19660605,    0,    0
   334,116304,19660606,    0,    0
   334,116304,19660607,    0,    0
   334,116304,19660608,    5,    0
   334,116304,19660609,    0,    0
   334,116304,19660610,    0,    0
   334,116304,19660611,    0,    0
   334,116304,19660612,    0,    0
   334,116304,19660613,    0,    0
   334,116304,19660614,    0,    0
   334,116304,19660615,    0,    0
   334,116304,19660616,    0,    0
   334,116304,19660617,    0,    0
   334,116304,19660618,    0,    0
   334,116304,19660619,   26,    0
   334,116304,19660620,  150,    0
   334,116304,19660621,  128,    0
   334,116304,19660622,   14,    0
   334,116304,19660623,    0,    0
   334,116304,19660624,   21,    0
   334,116304,19660625,  292,    0
   334,116304,19660626,    4,    0
   334,116304,19660627,    6,    0
   334,116304,19660628,   21,    0
   334,116304,19660629,    0,    0
   334,116304,19660630,    7,    0
   334,116304,19660701,    0,    0
   334,116304,19660702,    0,    0
   334,116304,19660703,    0,    0
   334,116304,19660704,    0,    0
   334,116304,19660705,    0,    0
   334,116304,19660706,   23,    0
   334,116304,19660707,    0,    0
   334,116304,19660708,   31,    0
   334,116304,19660709,   27,    0
   334,116304,19660710,    0,    0
   334,116304,19660711,    0,    0
   334,116304,19660712,    2,    0
   334,116304,19660713,    0,    0
   334,116304,19660714,   15,    0
   334,116304,19660715,   38,    0
   334,116304,19660716,    0,    0
   334,116304,19660717,    0,    0
   334,116304,19660718,    0,    0
   334,116304,19660719,  401,    0
   334,116304,19660720,  146,    0
   334,116304,19660721,   15,    0
   334,116304,19660722,   74,    0
   334,116304,19660723,    7,    0
   334,116304,19660724,   23,    0
   334,116304,19660725,  139,    0
   334,116304,19660726,    0,    0
   334,116304,19660727,    0,    0
   334,116304,19660728,  109,    0
   334,116304,19660729,   50,    0
   334,116304,19660730,    0,    0
   334,116304,19660731,   28,    0
   334,116304,19660801,    0,    0
   334,116304,19660802,   37,    0
   334,116304,19660803,    0,    0
   334,116304,19660804,  125,    0
   334,116304,19660805,   79,    0
   334,116304,19660806,   54,    0
   334,116304,19660807,    0,    0
   334,116304,19660808,    0,    0
   334,116304,19660809,    0,    0
   334,116304,19660810,    0,    0
   334,116304,19660811,    0,    0
   334,116304,19660812,    0,    0
   334,116304,19660813,    0,    0
   334,116304,19660814,    0,    0
   334,116304,19660815,    0,    0
   334,116304,19660816,    0,    0
   334,116304,19660817,    0,    0
   334,116304,19660818,    0,    0
   334,116304,19660819,    0,    0
   334,116304,19660820,  220,    0
   334,116304,19660821,   15,    0
   334,116304,19660822,    0,    0
   334,116304,19660823,    2,    0
   334,116304,19660824,    3,    0
   334,116304,19660825,   71,    0
   334,116304,19660826,   14,    0
   334,116304,19660827,  102,    0
   334,116304,19660828,    0,    0
   334,116304,19660829,    0,    0
   334,116304,19660830,    0,    0
   334,116304,19660831,  137,    0
   334,116304,19660901,  170,    0
   334,116304,19660902,    0,    0
   334,116304,19660903,    0,    0
   334,116304,19660904,    0,    0
   334,116304,19660905,   73,    0
   334,116304,19660906,    9,    0
   334,116304,19660907,    0,    0
   334,116304,19660908,    0,    0
   334,116304,19660909,    0,    0
   334,116304,19660910,    0,    0
   334,116304,19660911,    0,    0
   334,116304,19660912,    0,    0
   334,116304,19660913,  259,    0
   334,116304,19660914,   14,    0
   334,116304,19660915,    0,    0
   334,116304,19660916,   38,    0
   334,116304,19660917,    2,    0
   334,116304,19660918,    0,    0
   334,116304,19660919,    0,    0
   334,116304,19660920,    0,    0
   334,116304,19660921,    0,    0
   334,116304,19660922,    0,    0
   334,116304,19660923,    0,    0
   334,116304,19660924,    0,    0
   334,116304,19660925,    0,    0
   334,116304,19660926,    0,    0
   334,116304,19660927,    0,    0
   334,116304,19660928,    0,    0
   334,116304,19660929,    5,    0
   334,116304,19660930,   10,    0
   334,116304,19661001,   50,    0
   334,116304,19661002,    0,    0
   334,116304,19661003,    0,    0
   334,116304,19661004,    0,    0
   334,116304,19661005,    0,    0
   334,116304,19661006,    0,    0
   334,116304,19661007,    0,    0
   334,116304,19661008,    0,    0
   334,116304,19661009,    0,    0
   334,116304,19661010,    0,    0
   334,116304,19661011,    0,    0
   334,116304,19661012,   22,    0
   334,116304,19661013,  125,    0
   334,116304,19661014,   21,    0
   334,116304,19661015,    2,    0
   334,116304,19661016,    0,    0
   334,116304,19661017,    0,    0
   334,116304,19661018,    0,    0
   334,116304,19661019,    0,    0
   334,116304,19661020,    0,    0
   334,116304,19661021,    0,    0
   334,116304,19661022,    0,    0
   334,116304,19661023,   18,    0
   334,116304,19661024,    0,    0
   334,116304,19661025,   48,    0
   334,116304,19661026,   30,    0
   334,116304,19661027,   14,    0
   334,116304,19661028,    0,    0
   334,116304,19661029,   70,    0
   334,116304,19661030,    0,    0
   334,116304,19661031,    3,    0
   334,116304,19661101,    0,    0
   334,116304,19661102,    0,    0
   334,116304,19661103,    0,    0
   334,116304,19661104,    0,    0
   334,116304,19661105,   42,    0
   334,116304,19661106,    0,    0
   334,116304,19661107,    0,    0
   334,116304,19661108,    0,    0
   334,116304,19661109,    0,    0
   334,116304,19661110,    5,    0
   334,116304,19661111,    3,    0
   334,116304,19661112,   14,    0
   334,116304,19661113,    9,    0
   334,116304,19661114,   46,    0
   334,116304,19661115,   36,    0
   334,116304,19661116,    4,    0
   334,116304,19661117,   73,    0
   334,116304,19661118,  154,    0
   334,116304,19661119,    0,    0
   334,116304,19661120,   11,    0
   334,116304,19661121,    3,    0
   334,116304,19661122,    0,    0
   334,116304,19661123,   74,    0
   334,116304,19661124,  137,    0
   334,116304,19661125,    1,    0
   334,116304,19661126,    0,    0
   334,116304,19661127,    1,    0
   334,116304,19661128,    0,    0
   334,116304,19661129,    0,    0
   334,116304,19661130,   20,    0
   334,116304,19661201,    5,    0
   334,116304,19661202,   43,    0
   334,116304,19661203,  141,    0
   334,116304,19661204,    0,    0
   334,116304,19661205,    0,    0
   334,116304,19661206,    0,    0
   334,116304,19661207,    5,    0
   334,116304,19661208,    0,    0
   334,116304,19661209,    0,    0
   334,116304,19661210,    5,    0
   334,116304,19661211,    1,    0
   334,116304,19661212,   26,    0
   334,116304,19661213,    3,    0
   334,116304,19661214,    7,    0
   334,116304,19661215,    2,    0
   334,116304,19661216,    0,    0
   334,116304,19661217,   22,    0
   334,116304,19661218,   17,    0
   334,116304,19661219,    2,    0
   334,116304,19661220,   19,    0
   334,116304,19661221,    0,    0
   334,116304,19661222,    0,    0
   334,116304,19661223,    0,    0
   334,116304,19661224,    3,    0
   334,116304,19661225,   15,    0
   334,116304,19661226,    0,    0
   334,116304,19661227,    0,    0
   334,116304,19661228,    0,    0
   334,116304,19661229,    0,    0
   334,116304,19661230,    2,    0
   334,116304,19661231,    0,    0
   334,116304,19670101,   15,    0
   334,116304,19670102,    5,    0
   334,116304,19670103,    1,    0
   334,116304,19670104,    2,    0
   334,116304,19670105,    0,    0
   334,116304,19670106,    1,    0
   334,116304,19670107,    9,    0
   334,116304,19670108,    0,    0
   334,116304,19670109,    2,    0
   334,116304,19670110,    0,    0
   334,116304,19670111,   14,    0
   334,116304,19670112,    1,    0
   334,116304,19670113,   24,    0
   334,116304,19670114,   31,    0
   334,116304,19670115,    6,    0
   334,116304,19670116,    0,    0
   334,116304,19670117,    0,    0
   334,116304,19670118,    0,    0
   334,116304,19670119,    0,    0
   334,116304,19670120,    0,    0
   334,116304,19670121,    1,    0
   334,116304,19670122,   84,    0
   334,116304,19670123,    0,    0
   334,116304,19670124,    7,    0
   334,116304,19670125,    0,    0
   334,116304,19670126,   34,    0
   334,116304,19670127,    2,    0
   334,116304,19670128,    8,    0
   334,116304,19670129,   28,    0
   334,116304,19670130,    5,    0
   334,116304,19670131,    0,    0
   334,116304,19670201,    7,    0
   334,116304,19670202,   45,    0
   334,116304,19670203,   59,    0
   334,116304,19670204,    0,    0
   334,116304,19670205,    3,    0
   334,116304,19670206,    0,    0
   334,116304,19670207,    6,    0
   334,116304,19670208,    4,    0
   334,116304,19670209,    0,    0
   334,116304,19670210,    0,    0
   334,116304,19670211,    1,    0
   334,116304,19670212,    0,    0
   334,116304,19670213,    0,    0
   334,116304,19670214,    0,    0
   334,116304,19670215,    0,    0
   334,116304,19670216,    0,    0
   334,116304,19670217,    0,    0
   334,116304,19670218,    2,    0
   334,116304,19670219,    0,    0
   334,116304,19670220,    1,    0
   334,116304,19670221,   46,    0
   334,116304,19670222,   26,    0
   334,116304,19670223,   34,    0
   334,116304,19670224,    2,    0
   334,116304,19670225,    0,    0
   334,116304,19670226,    0,    0
   334,116304,19670227,    4,    0
   334,116304,19670228,   44,    0
   334,116304,19670301,    0,    0
   334,116304,19670302,   35,    0
   334,116304,19670303,   23,    0
   334,116304,19670304,   24,    0
   334,116304,19670305,    0,    0
   334,116304,19670306,    0,    0
   334,116304,19670307,    0,    0
   334,116304,19670308,    0,    0
